NPDES_ID,ENF_IDENTIFIER,ACTIVITY_ID,ACTIVITY_TYPE_CODE,ENF_TYPE_CODE,ENF_TYPE_DESC,AGENCY,SETTLEMENT_ENTERED_DATE,FED_PENALTY_ASSESSED_AMT,STATE_LOCAL_PENALTY_AMT,FAC_NAME,FAC_STREET,FAC_CITY,FAC_STATE,FAC_ZIP,FAC_COUNTY,FAC_EPA_REGION,FAC_LAT,FAC_LONG,FAC_DERIVED_WBD,FAC_DERIVED_CD113,FAC_PERCENT_MINORITY,FAC_POP_DEN,FAC_DERIVED_HUC,FAC_SIC_CODES,FAC_NAICS_CODES,DFR_URL
FL0020532,FL-N00000692,2400275054,AFR,STAOCO,State Administrative Order of Consent,State,01/31/2005,,3800,ORMOND BEACH  WASTEWATER TREATMENT PLANT,550 NORTH ORCHARD ST,ORMOND BEACH,FL,32174,VOLUSIA,4,29.293611,-81.083056,30802010205,6,10.314,1634.3,3080201,4212 4952,562111 221320 22132,http://echo.epa.gov/detailed-facility-report?fid=110000525815
FL0020532,FL-N00000644,2400275055,AFR,SCWAAPO,State CWA Penalty AO,State,,,3600,ORMOND BEACH  WASTEWATER TREATMENT PLANT,550 NORTH ORCHARD ST,ORMOND BEACH,FL,32174,VOLUSIA,4,29.293611,-81.083056,30802010205,6,10.314,1634.3,3080201,4212 4952,562111 221320 22132,http://echo.epa.gov/detailed-facility-report?fid=110000525815
FL0020532,FL-20-1457,3602420942,AFR,SCWAAPO,State CWA Penalty AO,State,02/23/2021,,0,ORMOND BEACH  WASTEWATER TREATMENT PLANT,550 NORTH ORCHARD ST,ORMOND BEACH,FL,32174,VOLUSIA,4,29.293611,-81.083056,30802010205,6,10.314,1634.3,3080201,4212 4952,562111 221320 22132,http://echo.epa.gov/detailed-facility-report?fid=110000525815
FL0020532,FL-14-0501,3600171715,AFR,SCWAAPO,State CWA Penalty AO,State,10/15/2014,,4375,ORMOND BEACH  WASTEWATER TREATMENT PLANT,550 NORTH ORCHARD ST,ORMOND BEACH,FL,32174,VOLUSIA,4,29.293611,-81.083056,30802010205,6,10.314,1634.3,3080201,4212 4952,562111 221320 22132,http://echo.epa.gov/detailed-facility-report?fid=110000525815
FL0020532,04-2002-4524,92993,AFR,309G2B,CWA 309G2B AO For Class II Penalties,EPA,02/25/2003,600,,ORMOND BEACH  WASTEWATER TREATMENT PLANT,550 NORTH ORCHARD ST,ORMOND BEACH,FL,32174,VOLUSIA,4,29.293611,-81.083056,30802010205,6,10.314,1634.3,3080201,4212 4952,562111 221320 22132,http://echo.epa.gov/detailed-facility-report?fid=110000525815
FL0020532,FL-N00000274,2400275060,AFR,STAOCO,State Administrative Order of Consent,State,08/19/2009,,,ORMOND BEACH  WASTEWATER TREATMENT PLANT,550 NORTH ORCHARD ST,ORMOND BEACH,FL,32174,VOLUSIA,4,29.293611,-81.083056,30802010205,6,10.314,1634.3,3080201,4212 4952,562111 221320 22132,http://echo.epa.gov/detailed-facility-report?fid=110000525815
FL0020532,FL-N00000428,2400275058,AFR,STAOCO,State Administrative Order of Consent,State,11/16/2006,,,ORMOND BEACH  WASTEWATER TREATMENT PLANT,550 NORTH ORCHARD ST,ORMOND BEACH,FL,32174,VOLUSIA,4,29.293611,-81.083056,30802010205,6,10.314,1634.3,3080201,4212 4952,562111 221320 22132,http://echo.epa.gov/detailed-facility-report?fid=110000525815
FL0020532,04-2002-N026,2400275053,AFR,309G2B,CWA 309G2B AO For Class II Penalties,EPA,02/25/2003,600,,ORMOND BEACH  WASTEWATER TREATMENT PLANT,550 NORTH ORCHARD ST,ORMOND BEACH,FL,32174,VOLUSIA,4,29.293611,-81.083056,30802010205,6,10.314,1634.3,3080201,4212 4952,562111 221320 22132,http://echo.epa.gov/detailed-facility-report?fid=110000525815
FL0020532,FL-N00000579,2400275056,AFR,STAOCO,State Administrative Order of Consent,State,01/06/2003,,,ORMOND BEACH  WASTEWATER TREATMENT PLANT,550 NORTH ORCHARD ST,ORMOND BEACH,FL,32174,VOLUSIA,4,29.293611,-81.083056,30802010205,6,10.314,1634.3,3080201,4212 4952,562111 221320 22132,http://echo.epa.gov/detailed-facility-report?fid=110000525815
FL0020532,FL-N00000899,2400275052,AFR,STAOCO,State Administrative Order of Consent,State,10/21/2009,,,ORMOND BEACH  WASTEWATER TREATMENT PLANT,550 NORTH ORCHARD ST,ORMOND BEACH,FL,32174,VOLUSIA,4,29.293611,-81.083056,30802010205,6,10.314,1634.3,3080201,4212 4952,562111 221320 22132,http://echo.epa.gov/detailed-facility-report?fid=110000525815
FL0020532,FL-16-1308,3600884940,AFR,SCWAAPO,State CWA Penalty AO,State,12/12/2016,,3000,ORMOND BEACH  WASTEWATER TREATMENT PLANT,550 NORTH ORCHARD ST,ORMOND BEACH,FL,32174,VOLUSIA,4,29.293611,-81.083056,30802010205,6,10.314,1634.3,3080201,4212 4952,562111 221320 22132,http://echo.epa.gov/detailed-facility-report?fid=110000525815
FL0020532,04-1989-N030,2400275051,AFR,309A,CWA 309A AO For Compliance,EPA,01/31/1989,,,ORMOND BEACH  WASTEWATER TREATMENT PLANT,550 NORTH ORCHARD ST,ORMOND BEACH,FL,32174,VOLUSIA,4,29.293611,-81.083056,30802010205,6,10.314,1634.3,3080201,4212 4952,562111 221320 22132,http://echo.epa.gov/detailed-facility-report?fid=110000525815
FL0020532,FL-N00000273,2400275061,AFR,STAOCO,State Administrative Order of Consent,State,05/12/2009,,,ORMOND BEACH  WASTEWATER TREATMENT PLANT,550 NORTH ORCHARD ST,ORMOND BEACH,FL,32174,VOLUSIA,4,29.293611,-81.083056,30802010205,6,10.314,1634.3,3080201,4212 4952,562111 221320 22132,http://echo.epa.gov/detailed-facility-report?fid=110000525815
FL0020532,FL-12-0887,3000020759,AFR,STAOCO,State Administrative Order of Consent,State,04/10/2012,,7000,ORMOND BEACH  WASTEWATER TREATMENT PLANT,550 NORTH ORCHARD ST,ORMOND BEACH,FL,32174,VOLUSIA,4,29.293611,-81.083056,30802010205,6,10.314,1634.3,3080201,4212 4952,562111 221320 22132,http://echo.epa.gov/detailed-facility-report?fid=110000525815
FL0020532,FL-20-1531,3602420767,AFR,SCWAAPO,State CWA Penalty AO,State,02/22/2021,,,ORMOND BEACH  WASTEWATER TREATMENT PLANT,550 NORTH ORCHARD ST,ORMOND BEACH,FL,32174,VOLUSIA,4,29.293611,-81.083056,30802010205,6,10.314,1634.3,3080201,4212 4952,562111 221320 22132,http://echo.epa.gov/detailed-facility-report?fid=110000525815
FL0020532,FL-N00000257,2400275062,AFR,STAOCO,State Administrative Order of Consent,State,11/13/2008,,,ORMOND BEACH  WASTEWATER TREATMENT PLANT,550 NORTH ORCHARD ST,ORMOND BEACH,FL,32174,VOLUSIA,4,29.293611,-81.083056,30802010205,6,10.314,1634.3,3080201,4212 4952,562111 221320 22132,http://echo.epa.gov/detailed-facility-report?fid=110000525815
FL0043443,FL-N00000089,2400276620,AFR,STAOCO,State Administrative Order of Consent,State,12/22/1999,,,"MELBOURNE, CITY OF - JOE MULLINS DEMIN CONCENTRATE",5055 LAKE WASHINGTON ROAD,MELBOURNE,FL,32934,BREVARD,4,28.146001,-80.710725,30801010604,8,18.745,951.52,3080101,4941,22131 221310,http://echo.epa.gov/detailed-facility-report?fid=110000523354
FL0184152,FL-17-0225,3601341380,AFR,SCWAAPO,State CWA Penalty AO,State,02/08/2018,,0,SOUTH MARTIN REGIONAL UTILITY NORTH WTP,7500 SE OSPREY STREET,HOBE SOUND,FL,33455,MARTIN,4,27.10124,-80.15256,30902060604,18,10.777,976.41,3090202,4941,221310 22131,http://echo.epa.gov/detailed-facility-report?fid=110000752720
FL0037940,FL-N00000351,2400276592,AFR,STAOCO,State Administrative Order of Consent,State,09/19/2008,,1500,IRC SOUTH COUNTY R/O PLANT,1550 SOUTHWEST 9TH AVENUE,VERO BEACH,FL,32962,INDIAN RIVER,4,27.58702,-80.40103,30802030202,8,22.045,1731.62,3080203,4941,22131 221310,http://echo.epa.gov/detailed-facility-report?fid=110010043498
FL0000761,FL-N00000674,2400276757,AFR,STAOCO,State Administrative Order of Consent,State,09/02/2004,,,MOSAIC FERTILIZER LLC - RIVERVIEW,8813 HIGHWAY 41 SOUTH,RIVERVIEW,FL,33569,HILLS,4,27.864473,-82.385841,31002040306,14,47.756,1126.61,3100204,2874 4952 4226 2873 2819,325312 221320 493110,http://echo.epa.gov/detailed-facility-report?fid=110056968875
FL0000761,04-1986-N012,2400276751,AFR,309A,CWA 309A AO For Compliance,EPA,05/28/1986,,,MOSAIC FERTILIZER LLC - RIVERVIEW,8813 HIGHWAY 41 SOUTH,RIVERVIEW,FL,33569,HILLS,4,27.864473,-82.385841,31002040306,14,47.756,1126.61,3100204,2874 4952 4226 2873 2819,325312 221320 493110,http://echo.epa.gov/detailed-facility-report?fid=110056968875
FL0000761,FL-N00000550,2400276760,AFR,STAOCO,State Administrative Order of Consent,State,06/02/2008,,77480,MOSAIC FERTILIZER LLC - RIVERVIEW,8813 HIGHWAY 41 SOUTH,RIVERVIEW,FL,33569,HILLS,4,27.864473,-82.385841,31002040306,14,47.756,1126.61,3100204,2874 4952 4226 2873 2819,325312 221320 493110,http://echo.epa.gov/detailed-facility-report?fid=110056968875
FL0000761,04-1983-N009,2400276752,AFR,309A,CWA 309A AO For Compliance,EPA,09/08/1983,,,MOSAIC FERTILIZER LLC - RIVERVIEW,8813 HIGHWAY 41 SOUTH,RIVERVIEW,FL,33569,HILLS,4,27.864473,-82.385841,31002040306,14,47.756,1126.61,3100204,2874 4952 4226 2873 2819,325312 221320 493110,http://echo.epa.gov/detailed-facility-report?fid=110056968875
FL0021261,04-1983-N015,2400277221,AFR,309A,CWA 309A AO For Compliance,EPA,09/07/1983,,,CENTRAL ADVANCED WASTEWATER TREATMENT FACILITY,1501 RALEIGH ST,FORT MYERS,FL,33907,LEE,4,26.65069,-81.85048,30902050606,19,61.888,2314.72,3090205,4952,221320 22132,http://echo.epa.gov/detailed-facility-report?fid=110020172908
FL0021261,FL-N00000768,2400277226,AFR,SCWAAPO,State CWA Penalty AO,State,,,1000,CENTRAL ADVANCED WASTEWATER TREATMENT FACILITY,1501 RALEIGH ST,FORT MYERS,FL,33907,LEE,4,26.65069,-81.85048,30902050606,19,61.888,2314.72,3090205,4952,221320 22132,http://echo.epa.gov/detailed-facility-report?fid=110020172908
FL0021261,04-1986-N004,2400277223,AFR,309A,CWA 309A AO For Compliance,EPA,08/22/1986,,,CENTRAL ADVANCED WASTEWATER TREATMENT FACILITY,1501 RALEIGH ST,FORT MYERS,FL,33907,LEE,4,26.65069,-81.85048,30902050606,19,61.888,2314.72,3090205,4952,221320 22132,http://echo.epa.gov/detailed-facility-report?fid=110020172908
FL0021261,FL-N00000724,2400277229,AFR,SCWAAPO,State CWA Penalty AO,State,04/02/2002,,5400,CENTRAL ADVANCED WASTEWATER TREATMENT FACILITY,1501 RALEIGH ST,FORT MYERS,FL,33907,LEE,4,26.65069,-81.85048,30902050606,19,61.888,2314.72,3090205,4952,221320 22132,http://echo.epa.gov/detailed-facility-report?fid=110020172908
FL0021261,FL-N00000373,2400277233,AFR,STAOCO,State Administrative Order of Consent,State,06/08/2007,,,CENTRAL ADVANCED WASTEWATER TREATMENT FACILITY,1501 RALEIGH ST,FORT MYERS,FL,33907,LEE,4,26.65069,-81.85048,30902050606,19,61.888,2314.72,3090205,4952,221320 22132,http://echo.epa.gov/detailed-facility-report?fid=110020172908
FL0021261,FL-N00000491,2400277231,AFR,STAOCO,State Administrative Order of Consent,State,01/22/2007,,63500,CENTRAL ADVANCED WASTEWATER TREATMENT FACILITY,1501 RALEIGH ST,FORT MYERS,FL,33907,LEE,4,26.65069,-81.85048,30902050606,19,61.888,2314.72,3090205,4952,221320 22132,http://echo.epa.gov/detailed-facility-report?fid=110020172908
FL0021261,FL-N00000068,2400277235,AFR,STAOCO,State Administrative Order of Consent,State,08/19/1999,,15000,CENTRAL ADVANCED WASTEWATER TREATMENT FACILITY,1501 RALEIGH ST,FORT MYERS,FL,33907,LEE,4,26.65069,-81.85048,30902050606,19,61.888,2314.72,3090205,4952,221320 22132,http://echo.epa.gov/detailed-facility-report?fid=110020172908
FL0021261,FL-N00000374,2400277232,AFR,STAOCO,State Administrative Order of Consent,State,07/16/2009,,,CENTRAL ADVANCED WASTEWATER TREATMENT FACILITY,1501 RALEIGH ST,FORT MYERS,FL,33907,LEE,4,26.65069,-81.85048,30902050606,19,61.888,2314.72,3090205,4952,221320 22132,http://echo.epa.gov/detailed-facility-report?fid=110020172908
FL0021261,FL-20-0851,3602774751,AFR,SCWAAPO,State CWA Penalty AO,State,02/23/2021,,,CENTRAL ADVANCED WASTEWATER TREATMENT FACILITY,1501 RALEIGH ST,FORT MYERS,FL,33907,LEE,4,26.65069,-81.85048,30902050606,19,61.888,2314.72,3090205,4952,221320 22132,http://echo.epa.gov/detailed-facility-report?fid=110020172908
FL0021261,04-1989-N025,2400277222,AFR,309G2B,CWA 309G2B AO For Class II Penalties,EPA,09/25/1990,72525,,CENTRAL ADVANCED WASTEWATER TREATMENT FACILITY,1501 RALEIGH ST,FORT MYERS,FL,33907,LEE,4,26.65069,-81.85048,30902050606,19,61.888,2314.72,3090205,4952,221320 22132,http://echo.epa.gov/detailed-facility-report?fid=110020172908
FL0021261,FL-0021261,3601495766,AFR,SCWAAPO,State CWA Penalty AO,State,03/26/2018,,,CENTRAL ADVANCED WASTEWATER TREATMENT FACILITY,1501 RALEIGH ST,FORT MYERS,FL,33907,LEE,4,26.65069,-81.85048,30902050606,19,61.888,2314.72,3090205,4952,221320 22132,http://echo.epa.gov/detailed-facility-report?fid=110020172908
FL0035335,04-1984-N011,2400273526,AFR,309A,CWA 309A AO For Compliance,EPA,12/29/1983,,,CITY OF VENICE WATER TREATMENT PLANT,200 N. WARFIELD AVENUE,VENICE,FL,34285,SARASOTA,4,27.100414,-82.436736,31002010205,16,5.774,1897.01,3100201,4941,22131 221310,http://echo.epa.gov/detailed-facility-report?fid=110070148498
FLR05C219,04-2001-N018,2400279526,AFR,309A,CWA 309A AO For Compliance,EPA,12/06/2000,,,FLORIDA STEEL CORP TAMPA MILL DIVISION,7105 6TH AVE,TAMPA,FL,33619,HILLSBOROUGH,4,27.957045,-82.374995,31002060301,14,68.985,1522.46,3100206,3312 4953,331111 562212 331110,http://echo.epa.gov/detailed-facility-report?fid=110000731183
FL0000132,FL-N00000514,2400274180,AFR,SCWAAPO,State CWA Penalty AO,State,09/08/2006,,5200,"DUKE ENERGY FLORIDA, LLC-PL BARTOW POWER PLANT",1601 WEEDON ISLAND DRIVE,SAINT PETERSBURG,FL,33702,PINELLAS,4,27.862009,-82.601185,31002060603,13,23.816,3067.62,3100206,4911,221112 221122 221111 486210 221119 2211,http://echo.epa.gov/detailed-facility-report?fid=110000588846
FL0061204,FL-N00000162,2400277045,AFR,STAOCO,State Administrative Order of Consent,State,04/28/1997,,,CEDAR BAY GENERATING CO LP,9640 EASTPORT RD.,JACKSONVILLE,FL,32218,DUVAL,4,30.4225,-81.606389,30801031601,4,33.445,640.48,3080103,4911,221112 2211 22111,http://echo.epa.gov/detailed-facility-report?fid=110000362018
FLR05B488,04-2000-N041,2400278970,AFR,309A,CWA 309A AO For Compliance,EPA,03/29/2000,,,"ARRMAZ PRODUCTS, INC.",4800 STATE RD. 60 E.,MULBERRY,FL,33860,POLK,4,27.89437,-81.93227,31002040101,15,30.516,140.48,3100204,2869 2861 2843,325199 325110 325998 325613 NA,http://echo.epa.gov/detailed-facility-report?fid=110000365122
FLU980092,04-1998-N028,2400278922,AFR,309A,CWA 309A AO For Compliance,EPA,04/07/1998,,,CONTENDER BOATS INC,1820 SE 38TH AVE,HOMESTEAD,FL,33035,MIAMI-DADE,4,25.452162,-80.420284,30902061607,27,83.417,1686.36,3090202,3732,336612 336611,http://echo.epa.gov/detailed-facility-report?fid=110000872093
FLU000697,FL-N00000563,2400279739,AFR,STAOCO,State Administrative Order of Consent,State,12/06/2000,,,KOLORTRAX UNLIMITED,3280 MULFORD RD,MULBERRY,FL,33860,POLK,4,27.91133,-81.98136,31002040101,15,31.771,978.14,3100204,7699,314999 811310 81121 488490 425120 325998,http://echo.epa.gov/detailed-facility-report?fid=110011333360
FLR05C192,04-2000-N048,2400279582,AFR,309A,CWA 309A AO For Compliance,EPA,04/28/2000,,,"THE QUIKRETE COMPANIES, LLC.",4230 MAINE AVE,LAKELAND,FL,33801,POLK,4,28.01144,-81.87783,31001010101,15,34.013,786.98,3100101,3272,327390 327332,http://echo.epa.gov/detailed-facility-report?fid=110006176271
FL0029017,FL-N00000139,2400274118,AFR,STAOCO,State Administrative Order of Consent,State,11/20/1998,,6000,CARIBBEAN DISTILLERS LLC,530 DAKOTA AVENUE,LAKE ALFRED,FL,33850,POLK,4,28.098633,-81.722407,31001010201,10,28.749,628.05,3100101,2085 2084 5182 2099 2869 2082,312130 424820 3121 312140,http://echo.epa.gov/detailed-facility-report?fid=110000914869
FLR05H322,FL-14-0712,3600056267,AFR,STAOCO,State Administrative Order of Consent,State,01/07/2015,,388.5,"PAW MATERIALS, INC.",14201 SR 54,ODESSA,FL,33556,PASCO,4,28.19295,-82.580189,31002070501,12,23.553,451.32,3100207,1481 3272 4953 5093 9999,562219 327999 999999 23891 423930 213115,http://echo.epa.gov/detailed-facility-report?fid=110015676758
FL0041319,FL-N00000719,2400273216,AFR,STAOCO,State Administrative Order of Consent,State,02/01/2002,,,HANSON PRESSURE PIPE PALATKA,245 COMFORT ROAD,PALATKA,FL,32177,PUTNAM,4,29.69027,-81.6576,30801030704,6,61.495,278.3,3080103,3272,327332 327390 327331 332919,http://echo.epa.gov/detailed-facility-report?fid=110006778638
FL0041319,FL-N00000975,2400273215,AFR,STAOCO,State Administrative Order of Consent,State,03/23/2010,,,HANSON PRESSURE PIPE PALATKA,245 COMFORT ROAD,PALATKA,FL,32177,PUTNAM,4,29.69027,-81.6576,30801030704,6,61.495,278.3,3080103,3272,327332 327390 327331 332919,http://echo.epa.gov/detailed-facility-report?fid=110006778638
FL0041319,FL-N00000357,2400273217,AFR,STAOCO,State Administrative Order of Consent,State,11/20/2008,,,HANSON PRESSURE PIPE PALATKA,245 COMFORT ROAD,PALATKA,FL,32177,PUTNAM,4,29.69027,-81.6576,30801030704,6,61.495,278.3,3080103,3272,327332 327390 327331 332919,http://echo.epa.gov/detailed-facility-report?fid=110006778638
FLR05H650,FL-16-0189,3600866731,AFR,STAOCO,State Administrative Order of Consent,State,05/06/2016,,6000,THATCHER CHEMICAL OF FLORIDA,2905 INLAND TRANSPORT ST,PALMETTO,FL,34221,MANATEE,4,27.634201,-82.534802,31002060502,16,25.429,171.71,3100206,2819,325998,http://echo.epa.gov/detailed-facility-report?fid=110044263668
FLR05H650,FL-19-0154,3602316691,AFR,SCWAAPO,State CWA Penalty AO,State,06/07/2019,,,THATCHER CHEMICAL OF FLORIDA,2905 INLAND TRANSPORT ST,PALMETTO,FL,34221,MANATEE,4,27.634201,-82.534802,31002060502,16,25.429,171.71,3100206,2819,325998,http://echo.epa.gov/detailed-facility-report?fid=110044263668
FL0002313,04-2014-4756,3400255152,AFR,309A,CWA 309A AO For Compliance,EPA,06/02/2014,,,AIR PRODUCTS AND CHEMICALS INC,4575 HIGHWAY 90 EAST,PACE,FL,32571,SANTA ROSA COUNTY,4,30.589186,-87.136517,31401050301,1,11.964,791.38,3140105,2869 2813 2819 2821 2873 2865,325199 325311 325110 32511 32512 325211,http://echo.epa.gov/detailed-facility-report?fid=110041158136
FL0022853,FL-N00000279,2400273510,AFR,STAOCO,State Administrative Order of Consent,State,08/01/2008,,,CAMP BLANDING JOINT TRAINING CENTER,5629 SR-16 W,STARKE,FL,32091,BRADFORD,4,29.975851,-81.986074,30801031001,3,3.977,13.64,3080103,4952,928110 48811 221320 611310,http://echo.epa.gov/detailed-facility-report?fid=110000788185
FL0002488,FL-19-1623,3602107386,AFR,SCWAAPO,State CWA Penalty AO,State,11/14/2019,,10000,ASCEND PENSACOLA PLANT,3000 OLD CHEMSTRAND ROAD,CANTONMENT,FL,32533,ESCAMBIA,4,30.596678,-87.251977,31403050602,1,17.996,395.67,3140305,2821 2824 2869 2822 2865,325211 325220 325222 325110 32519 32522 325192 325188 325199,http://echo.epa.gov/detailed-facility-report?fid=110027373045
FL0002488,04-1991-N019,2400274793,AFR,309G2B,CWA 309G2B AO For Class II Penalties,EPA,12/26/1991,41727,,ASCEND PENSACOLA PLANT,3000 OLD CHEMSTRAND ROAD,CANTONMENT,FL,32533,ESCAMBIA,4,30.596678,-87.251977,31403050602,1,17.996,395.67,3140305,2821 2824 2869 2822 2865,325211 325220 325222 325110 32519 32522 325192 325188 325199,http://echo.epa.gov/detailed-facility-report?fid=110027373045
FL0002488,FL-N00000102,2400274802,AFR,SCWAAPO,State CWA Penalty AO,State,06/08/1999,,4500,ASCEND PENSACOLA PLANT,3000 OLD CHEMSTRAND ROAD,CANTONMENT,FL,32533,ESCAMBIA,4,30.596678,-87.251977,31403050602,1,17.996,395.67,3140305,2821 2824 2869 2822 2865,325211 325220 325222 325110 32519 32522 325192 325188 325199,http://echo.epa.gov/detailed-facility-report?fid=110027373045
FL0002488,04-1984-N020,2400274794,AFR,309A,CWA 309A AO For Compliance,EPA,03/06/1984,,,ASCEND PENSACOLA PLANT,3000 OLD CHEMSTRAND ROAD,CANTONMENT,FL,32533,ESCAMBIA,4,30.596678,-87.251977,31403050602,1,17.996,395.67,3140305,2821 2824 2869 2822 2865,325211 325220 325222 325110 32519 32522 325192 325188 325199,http://echo.epa.gov/detailed-facility-report?fid=110027373045
FL0002488,FL-N00000116,2400274800,AFR,STAOCO,State Administrative Order of Consent,State,09/25/1998,,65175,ASCEND PENSACOLA PLANT,3000 OLD CHEMSTRAND ROAD,CANTONMENT,FL,32533,ESCAMBIA,4,30.596678,-87.251977,31403050602,1,17.996,395.67,3140305,2821 2824 2869 2822 2865,325211 325220 325222 325110 32519 32522 325192 325188 325199,http://echo.epa.gov/detailed-facility-report?fid=110027373045
FL0002488,04-2014-4757,3400252911,AFR,309A,CWA 309A AO For Compliance,EPA,06/02/2014,,,ASCEND PENSACOLA PLANT,3000 OLD CHEMSTRAND ROAD,CANTONMENT,FL,32533,ESCAMBIA,4,30.596678,-87.251977,31403050602,1,17.996,395.67,3140305,2821 2824 2869 2822 2865,325211 325220 325222 325110 32519 32522 325192 325188 325199,http://echo.epa.gov/detailed-facility-report?fid=110027373045
FL0002488,04-1993-N027,2400274806,AFR,309A,CWA 309A AO For Compliance,EPA,09/09/1993,,,ASCEND PENSACOLA PLANT,3000 OLD CHEMSTRAND ROAD,CANTONMENT,FL,32533,ESCAMBIA,4,30.596678,-87.251977,31403050602,1,17.996,395.67,3140305,2821 2824 2869 2822 2865,325211 325220 325222 325110 32519 32522 325192 325188 325199,http://echo.epa.gov/detailed-facility-report?fid=110027373045
FL0002488,04-1993-N040,2400274805,AFR,309G2B,CWA 309G2B AO For Class II Penalties,EPA,01/07/1994,1000,,ASCEND PENSACOLA PLANT,3000 OLD CHEMSTRAND ROAD,CANTONMENT,FL,32533,ESCAMBIA,4,30.596678,-87.251977,31403050602,1,17.996,395.67,3140305,2821 2824 2869 2822 2865,325211 325220 325222 325110 32519 32522 325192 325188 325199,http://echo.epa.gov/detailed-facility-report?fid=110027373045
FL0002275,FL-10-2627,2600042712,AFR,STAOCO,State Administrative Order of Consent,State,01/27/2011,,6975,GULF POWER CO - PLANT CRIST,11999 PATE ST,PENSACOLA,FL,32514,ESCAMBIA,4,30.566795,-87.226757,31403050602,1,21.123,857.48,3140305,4911 4953,221112 562212 221122 2211 221111 22111,http://echo.epa.gov/detailed-facility-report?fid=110002526847
FL0002275,FL-16-1250,3600836589,AFR,SCWAAPO,State CWA Penalty AO,State,09/13/2016,,0,GULF POWER CO - PLANT CRIST,11999 PATE ST,PENSACOLA,FL,32514,ESCAMBIA,4,30.566795,-87.226757,31403050602,1,21.123,857.48,3140305,4911 4953,221112 562212 221122 2211 221111 22111,http://echo.epa.gov/detailed-facility-report?fid=110002526847
FL0002275,FL-20-0217,3602202287,AFR,SCWAAPO,State CWA Penalty AO,State,05/22/2020,,7500,GULF POWER CO - PLANT CRIST,11999 PATE ST,PENSACOLA,FL,32514,ESCAMBIA,4,30.566795,-87.226757,31403050602,1,21.123,857.48,3140305,4911 4953,221112 562212 221122 2211 221111 22111,http://echo.epa.gov/detailed-facility-report?fid=110002526847
FL0002275,FL-17-1224,3601409436,AFR,SCWAAPO,State CWA Penalty AO,State,01/25/2018,,30000,GULF POWER CO - PLANT CRIST,11999 PATE ST,PENSACOLA,FL,32514,ESCAMBIA,4,30.566795,-87.226757,31403050602,1,21.123,857.48,3140305,4911 4953,221112 562212 221122 2211 221111 22111,http://echo.epa.gov/detailed-facility-report?fid=110002526847
FL0041530,FL-N00000606,2400274819,AFR,STAOCO,State Administrative Order of Consent,State,08/26/2002,,,ANHEUSER BUSCH - JACKSONVILLE BREWERY,111 BUSCH DR,JACKSONVILLE,FL,32218,DUVAL COUNTY,4,30.433075,-81.647505,30801031601,4,65.621,1286.38,3080103,2082 0191,312120 311942 31212 111998,http://echo.epa.gov/detailed-facility-report?fid=110000362036
FL0041530,04-1993-N017,2400274816,AFR,309A,CWA 309A AO For Compliance,EPA,11/17/1992,,,ANHEUSER BUSCH - JACKSONVILLE BREWERY,111 BUSCH DR,JACKSONVILLE,FL,32218,DUVAL COUNTY,4,30.433075,-81.647505,30801031601,4,65.621,1286.38,3080103,2082 0191,312120 311942 31212 111998,http://echo.epa.gov/detailed-facility-report?fid=110000362036
FL0041530,04-1993-N049,2400274826,AFR,309G2B,CWA 309G2B AO For Class II Penalties,EPA,03/02/1994,20000,,ANHEUSER BUSCH - JACKSONVILLE BREWERY,111 BUSCH DR,JACKSONVILLE,FL,32218,DUVAL COUNTY,4,30.433075,-81.647505,30801031601,4,65.621,1286.38,3080103,2082 0191,312120 311942 31212 111998,http://echo.epa.gov/detailed-facility-report?fid=110000362036
FL0041530,04-1989-N037,2400274814,AFR,309A,CWA 309A AO For Compliance,EPA,07/14/1989,,,ANHEUSER BUSCH - JACKSONVILLE BREWERY,111 BUSCH DR,JACKSONVILLE,FL,32218,DUVAL COUNTY,4,30.433075,-81.647505,30801031601,4,65.621,1286.38,3080103,2082 0191,312120 311942 31212 111998,http://echo.epa.gov/detailed-facility-report?fid=110000362036
FL0041530,FL-N00000604,2400274820,AFR,STAOCO,State Administrative Order of Consent,State,11/17/2003,,500,ANHEUSER BUSCH - JACKSONVILLE BREWERY,111 BUSCH DR,JACKSONVILLE,FL,32218,DUVAL COUNTY,4,30.433075,-81.647505,30801031601,4,65.621,1286.38,3080103,2082 0191,312120 311942 31212 111998,http://echo.epa.gov/detailed-facility-report?fid=110000362036
FL0041530,04-1992-N047,2400274825,AFR,309A,CWA 309A AO For Compliance,EPA,02/03/1992,,,ANHEUSER BUSCH - JACKSONVILLE BREWERY,111 BUSCH DR,JACKSONVILLE,FL,32218,DUVAL COUNTY,4,30.433075,-81.647505,30801031601,4,65.621,1286.38,3080103,2082 0191,312120 311942 31212 111998,http://echo.epa.gov/detailed-facility-report?fid=110000362036
FL0041530,FL-N00000378,2400274821,AFR,STAOCO,State Administrative Order of Consent,State,02/26/2007,,11550,ANHEUSER BUSCH - JACKSONVILLE BREWERY,111 BUSCH DR,JACKSONVILLE,FL,32218,DUVAL COUNTY,4,30.433075,-81.647505,30801031601,4,65.621,1286.38,3080103,2082 0191,312120 311942 31212 111998,http://echo.epa.gov/detailed-facility-report?fid=110000362036
